dragon,name,type,reused,launch,customers,norad_ids,nationalities,manufacturers,mass_kg,mass_lbs,orbit,reference_system,regime,longitude,semi_major_axis_km,eccentricity,periapsis_km,apoapsis_km,inclination_deg,period_min,lifespan_years,epoch,mean_motion,raan,arg_of_pericenter,mean_anomaly,id
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SES-11 / Echostar 105,Satellite,False,5eb87d0cffd86e000604b35a,"['SES', 'Echostar']",[42967],['United States'],['Airbus Defence and Space'],5200.0,11464.0,GTO,geocentric,geostationary,-105.0,42164.822,0.0002761,35775.046,35798.329,0.0089,1436.102,15.0,2022-11-30T10:17:38.000Z,1.00271463,6.6583,246.2111,225.8975,5eb0e4c5b6c3bb0006eeb216
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",KoreaSat 5A,Satellite,False,5eb87d0dffd86e000604b35b,['KT Corporation'],[42984],['South Korea'],['Thales Alenia Space'],3700.0,8157.104,GTO,geocentric,geostationary,113.0,42165.145,0.0001695,35779.863,35794.157,0.0348,1436.118,15.0,2022-11-30T13:26:23.000Z,1.00270312,87.7246,144.2096,152.2342,5eb0e4c5b6c3bb0006eeb217
"{'capsule': '5e9e2c5cf359188bfb3b266b', 'mass_returned_kg': 1859.7, 'mass_returned_lbs': 4100, 'flight_time_sec': 2375340, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-13_mision_overview_low_res8.pdf', 'water_landing': True, 'land_landing': False}",CRS-13,Dragon 1.1,True,5eb87d0effd86e000604b35c,['NASA (CRS)'],[43060],['United States'],['SpaceX'],2205.0,4861.2,ISS,geocentric,low-earth,,6657.799,0.0114283,203.576,355.751,51.6387,90.106,,2017-12-15T16:01:04.000Z,15.98110186,213.9231,45.5617,67.7217,5eb0e4c5b6c3bb0006eeb218
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Iridium NEXT 4,Satellite,False,5eb87d0fffd86e000604b35d,['Iridium Communications'],"[43070, 43071, 43072, 43073, 43074, 43075, 43076, 43077, 43078, 43079]",['United States'],['Thales Alenia Space'],9600.0,21164.38,PO,geocentric,low-earth,,7155.804,0.0002177,776.111,779.226,86.396,100.403,15.0,2022-11-30T10:58:18.000Z,14.34217935,143.161,96.2631,263.8813,5eb0e4c6b6c3bb0006eeb219
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",ZUMA,Satellite,False,5eb87d10ffd86e000604b35e,['Northrop Grumman'],[],['United States'],['Northrop Grumman'],,,LEO,geocentric,low-earth,,,,,,51.0,,,,,,,,5eb0e4c6b6c3bb0006eeb21a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",GovSat-1,Satellite,False,5eb87d11ffd86e000604b35f,['GovSat'],[43178],['Luxembourg'],['Orbital ATK'],4230.0,9325.6,GTO,geocentric,geostationary,21.5,,,,,,,15.0,,,,,,5eb0e4c6b6c3bb0006eeb21b
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Tesla Roadster,Satellite,False,5eb87d13ffd86e000604b360,['SpaceX'],[43205],['United States'],['Tesla'],1350.0,2976.2,HCO,heliocentric,,,9943.766,0.3404246,180.528,6950.733,29.0185,164.469,3500000.0,2018-02-06T22:36:19.000Z,8.75540848,287.358,180.027,180.584,5eb0e4c6b6c3bb0006eeb21c
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Paz,Satellite,False,5eb87d14ffd86e000604b361,['HisdeSAT'],[43215],['Spain'],['Airbus Defence and Space'],1350.0,2976.2,SSO,geocentric,sun-synchronous,,6886.499,0.0001616,507.251,509.477,97.4442,94.789,15.0,2022-11-30T11:51:37.000Z,15.19165308,339.4674,85.8816,66.6867,5eb0e4c6b6c3bb0006eeb21d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Tintin A & B,Satellite,False,5eb87d14ffd86e000604b361,['SpaceX'],"[43216, 43217]",['United States'],['SpaceX'],800.0,1763.7,SSO,geocentric,low-earth,,6543.402,0.0015282,155.268,175.267,97.4245,87.794,1.0,2020-08-29T07:40:05.000Z,16.40201759,260.1382,265.467,95.5903,5eb0e4c6b6c3bb0006eeb21e
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Hispasat 30W-6,Satellite,False,5eb87d15ffd86e000604b362,['Hispasat'],[43228],['Spain'],['SSL'],6092.0,13430.6,GTO,geocentric,geostationary,-30.0,42164.846,0.0002717,35775.255,35798.167,0.0465,1436.103,15.0,2022-11-30T08:55:33.000Z,1.00271379,43.4242,225.4151,264.3019,5eb0e4c7b6c3bb0006eeb21f
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Iridium NEXT 5,Satellite,False,5eb87d16ffd86e000604b363,['Iridium Communications'],"[43249, 43250, 43251, 43252, 43253, 43254, 43255, 43256, 43257, 43258]",['United States'],['Thales Alenia Space'],9600.0,21164.38,PO,geocentric,low-earth,,7155.795,0.0001902,776.299,779.021,86.395,100.403,15.0,2022-11-30T07:50:42.000Z,14.34220443,111.6089,101.1423,258.9986,5eb0e4c7b6c3bb0006eeb220
"{'capsule': '5e9e2c5cf3591885d43b266d', 'mass_returned_kg': 1743, 'mass_returned_lbs': 3843, 'flight_time_sec': 3862140, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-14_mision_overview_high_res.pdf', 'water_landing': True, 'land_landing': False}",CRS-14,Dragon 1.1,True,5eb87d16ffd86e000604b364,['NASA (CRS)'],[43267],['United States'],['SpaceX'],2760.0,6084.7,ISS,geocentric,low-earth,,6658.324,0.011476,203.778,356.6,51.6437,90.117,,2018-04-02T20:54:48.000Z,15.97921108,34.3281,48.6187,62.8495,5eb0e4c7b6c3bb0006eeb221
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",TESS,Satellite,False,5eb87d18ffd86e000604b365,['NASA'],[43435],['United States'],['Orbital ATK'],350.0,772.0,HEO,highly-elliptical,high-earth,,248306.42,0.5025932,117131.167,366725.403,32.6631,20523.038,10.0,2022-11-13T02:03:51.000Z,0.07016505,79.8977,174.9798,5.7045,5eb0e4c7b6c3bb0006eeb222
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Bangabandhu-1,Satellite,False,5eb87d19ffd86e000604b366,['Bangladesh Gov'],[43463],['Bangladesh'],['Thales Alenia Space'],3750.0,8270.0,GTO,geocentric,geostationary,119.1,42165.459,0.0002447,35777.007,35797.642,0.0171,1436.134,15.0,2022-11-30T13:40:58.000Z,1.0026919,293.504,313.0833,147.1721,5eb0e4c7b6c3bb0006eeb223
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Iridium NEXT 6,Satellite,False,5eb87d1affd86e000604b367,['Iridium Communications'],"[43478, 43479, 43480, 43481, 43482]",['United States'],['Thales Alenia Space'],4300.0,9479.9,PO,geocentric,low-earth,,7125.831,0.0001835,746.388,749.004,86.4486,99.773,15.0,2022-11-30T06:38:48.000Z,14.43276342,269.5789,87.4192,272.7219,5eb0e4c7b6c3bb0006eeb224
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",GRACE-FO 1-2,Satellite,False,5eb87d1affd86e000604b367,"['NASA', 'DLR']","[43476, 43477]",[],[],1160.0,2557.4,PO,geocentric,sun-synchronous,,6870.047,0.0017244,480.066,503.759,88.9912,94.449,5.0,2022-11-30T13:40:14.000Z,15.24625437,16.0251,80.3309,279.9886,5eb0e4c8b6c3bb0006eeb225
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SES-12,Satellite,False,5eb87d1bffd86e000604b368,['SES'],[43488],['Luxembourg'],['Airbus Defence and Space'],5383.85,11869.4,GTO,geocentric,geostationary,95.0,42165.301,0.0002422,35776.954,35797.379,0.0409,1436.126,15.0,2022-11-30T11:14:45.000Z,1.00269754,72.4353,188.7309,71.846,5eb0e4c8b6c3bb0006eeb226
"{'capsule': '5e9e2c5cf359183bb73b266e', 'mass_returned_kg': 1700, 'mass_returned_lbs': 3747.9, 'flight_time_sec': 3069300, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-15_mision_overview_rev2_high_res7.pdf', 'water_landing': True, 'land_landing': False}",CRS-15,Dragon 1.1,True,5eb87d1cffd86e000604b369,['NASA (CRS)'],[43522],['United States'],['SpaceX'],2410.0,5313.0,ISS,geocentric,low-earth,,6685.069,0.0119429,227.094,386.773,51.6352,90.66,,2018-06-29T11:28:11.000Z,15.88341598,317.9412,52.1513,25.5794,5eb0e4c8b6c3bb0006eeb227
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Telstar 19V,Satellite,False,5eb87d1effd86e000604b36a,['Telesat'],[43562],['Canada'],['SSL'],7076.0,15600.0,GTO,geocentric,geostationary,-65.0,42165.115,0.0002293,35777.311,35796.648,0.0311,1436.116,15.0,2022-11-30T12:49:59.000Z,1.0027042,182.188,3.4438,13.2586,5eb0e4c8b6c3bb0006eeb228
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Iridium NEXT 7,Satellite,False,5eb87d1fffd86e000604b36b,['Iridium Communications'],"[43569, 43570, 43571, 43572, 43573, 43574, 43575, 43576, 43577, 43578]",['United States'],['Thales Alenia Space'],9600.0,21164.38,PO,geocentric,low-earth,,7155.79,0.0002295,776.012,779.297,86.4,100.403,15.0,2022-11-30T10:27:26.000Z,14.34222132,237.793,81.4074,278.7382,5eb0e4c9b6c3bb0006eeb229
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Telkom-4,Satellite,False,5eb87d20ffd86e000604b36c,['Telkom'],[43587],['Indonesia'],['SSL'],5800.0,12786.81,GTO,geocentric,geostationary,-108.0,42165.283,0.0001174,35782.198,35792.099,0.0153,1436.125,15.0,2022-11-30T14:38:43.000Z,1.00269818,12.1327,245.4762,139.5431,5eb0e4c9b6c3bb0006eeb22a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Telstar 18V,Satellite,False,5eb87d22ffd86e000604b36d,['Telesat'],[43611],['Canada'],['SSL'],7060.0,15564.64,GTO,geocentric,geostationary,138.0,42165.23,0.0001866,35779.227,35794.963,0.0183,1436.122,15.0,2022-11-30T12:02:42.000Z,1.00270007,331.1443,266.8977,150.0027,5eb0e4c9b6c3bb0006eeb22b
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SAOCOM 1A,Satellite,False,5eb87d23ffd86e000604b36e,['CONAE'],[43641],['Argentina'],['INVAP'],2800.0,6172.94,SSO,geocentric,sun-synchronous,,7000.668,0.0001286,621.633,623.434,97.885,97.156,5.0,2022-11-30T11:40:14.000Z,14.82154628,158.8195,85.9131,274.2238,5eb0e4c9b6c3bb0006eeb22c
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Es’hail 2,Satellite,False,5eb87d24ffd86e000604b36f,['Es’hailSat'],[43700],['Qatar'],['Mitsubishi Electric'],3000.0,6613.868,GTO,geocentric,geostationary,25.5,42164.815,0.0001132,35781.907,35791.453,0.0141,1436.101,15.0,2022-11-30T07:28:19.000Z,1.00271489,295.5537,335.7816,295.722,5eb0e4c9b6c3bb0006eeb22d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",SSO-A,Satellite,False,5eb87d25ffd86e000604b370,"['Spaceflight Industries, Inc']","[43775, 43776, 43774, 43763, 43760, 43759]",['United States'],"['Spaceflight Industries, Inc']",4000.0,8818.49,SSO,geocentric,sun-synchronous,,6955.623,0.001559,566.644,588.332,97.602,96.22,,2022-11-30T03:44:04.000Z,14.9657577,36.0888,73.2607,287.0324,5eb0e4c9b6c3bb0006eeb22e
"{'capsule': '5e9e2c5cf359185d753b266f', 'mass_returned_kg': 2500, 'mass_returned_lbs': 5512, 'flight_time_sec': 3408840, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-16_mision_overview_high_res_rev2.pdf', 'water_landing': True, 'land_landing': False}",CRS-16,Dragon 1.1,True,5eb87d26ffd86e000604b371,['NASA (CRS)'],[43827],['United States'],['SpaceX'],2573.0,5672.494,ISS,geocentric,low-earth,,6783.903,0.0002416,404.129,407.407,51.6425,92.678,,2019-01-13T14:04:57.000Z,15.53757701,50.2106,284.1251,212.8292,5eb0e4cab6c3bb0006eeb22f
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",GPS III SV01,Satellite,False,5eb87d27ffd86e000604b372,['USAF'],[43873],['United States'],['Lockheed Martin'],4400.0,9700.34,MEO,geocentric,semi-synchronous,,26560.992,0.0022139,20124.053,20241.66,55.1231,718.003,15.0,2022-11-30T04:44:42.000Z,2.00556313,143.3511,187.4588,169.3968,5eb0e4cab6c3bb0006eeb230
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Iridium NEXT 8,Satellite,False,5eb87d28ffd86e000604b373,['Iridium Communications'],"[43922, 43923, 43924, 43925, 43926, 43927, 43928, 43929, 43930, 43931]",['United States'],['Thales Alenia Space'],9600.0,21164.38,PO,geocentric,low-earth,,7155.797,0.0002492,775.879,779.445,86.3993,100.403,15.0,2022-11-30T02:13:30.000Z,14.34219972,174.8527,87.0871,273.061,5eb0e4cab6c3bb0006eeb231
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Nusantara Satu (PSN-6),Satellite,False,5eb87d2affd86e000604b374,['Pasifik Satelit Nusantara'],[44048],['Indonesia'],['SSL'],5000.0,11023.11,GTO,geocentric,geostationary,146.0,42165.211,0.000191,35779.023,35795.13,0.0138,1436.121,15.0,2022-11-30T07:22:42.000Z,1.00270075,314.7645,289.0212,82.0756,5eb0e4cab6c3bb0006eeb232
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",S5,Satellite,False,5eb87d2affd86e000604b374,['Air Force Research Laboratory'],[],['United States'],['Applied Defense Systems'],60.0,132.28,GTO,geocentric,geostationary,,,,,,,,,,,,,,5eb0e4cab6c3bb0006eeb233
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Beresheet,Lander,False,5eb87d2affd86e000604b374,['SpaceIL'],[44049],['Israel'],['SSL'],585.0,1289.7,GTO,geocentric,highly-elliptical,,210769.268,0.9637541,1261.386,407520.879,25.0088,16049.838,0.00547945,2019-03-20T20:30:00.000Z,0.08972053,10.5463,181.7585,43.0154,5eb0e4cab6c3bb0006eeb234
"{'capsule': '5e9e2c5df35918b1063b2671', 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': 539765, 'manifest': None, 'water_landing': True, 'land_landing': False}",CCtCap Demo Mission 1,Crew Dragon,False,5eb87d2bffd86e000604b375,['NASA (CCtCap)'],[44063],['United States'],['SpaceX'],12259.0,27026.47,ISS,geocentric,low-earth,,6781.274,0.0012936,394.367,411.911,51.6381,92.624,,2019-03-08T08:52:08.000Z,15.54661212,142.4692,169.6921,292.6127,5eb0e4cbb6c3bb0006eeb235
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",ArabSat 6A,Satellite,False,5eb87d2dffd86e000604b376,['Arabsat'],[44186],['Saudi Arabia'],['Lockheed Martin'],6000.0,13227.74,GTO,geocentric,geostationary,30.5,42164.927,0.0007362,35755.75,35817.834,0.0385,1436.107,15.0,2022-11-30T10:56:03.000Z,1.0027109,337.2445,288.5399,358.0535,5eb0e4cbb6c3bb0006eeb236
"{'capsule': '5e9e2c5cf3591869b63b2670', 'mass_returned_kg': 1905.1, 'mass_returned_lbs': 4200, 'flight_time_sec': 2592000, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-17_mission_overview.pdf', 'water_landing': True, 'land_landing': False}",CRS-17,Dragon 1.1,True,5eb87d2effd86e000604b377,['NASA (CRS)'],[44222],['United States'],['SpaceX'],2482.0,5472.0,ISS,geocentric,low-earth,,6784.509,0.0015208,396.056,416.692,51.6386,92.69,,2019-06-03T18:56:35.000Z,15.53549418,67.8039,3.7579,111.5799,5eb0e4cbb6c3bb0006eeb237
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Starlink v0.9,Satellite,False,5eb87d30ffd86e000604b378,['SpaceX'],"[44235, 44236, 44237, 44238, 44239, 44240, 44241, 44242, 44243, 44244, 44245, 44246, 44247, 44248, 44249, 44250, 44251, 44252, 44253, 44254, 44255, 44256, 44257, 44258, 44259, 44260, 44261, 44262, 44263, 44264, 44265, 44266, 44267, 44268, 44269, 44270, 44271, 44272, 44273, 44274, 44275, 44276, 44277, 44278, 44279, 44280, 44281, 44282, 44283, 44284, 44285, 44286, 44287, 44288, 44289, 44290, 44291, 44292, 44293, 44294]",['United States'],['SpaceX'],13200.0,29101.0,VLEO,geocentric,very-low-earth,,6525.788,0.0009041,141.753,153.553,52.9736,87.439,,2020-10-01T07:31:19.000Z,16.46847225,36.3928,295.9879,160.3065,5eb0e4cbb6c3bb0006eeb238
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",RADARSAT Constellation,Satellite,False,5eb87d31ffd86e000604b379,['CSA'],"[44322, 44323, 44324]",['Canada'],['Maxar Technologies'],1425.0,3141.59,SSO,geocentric,sun-synchronous,,6967.995,0.0001552,588.779,590.941,97.7591,96.476,,2022-11-30T13:00:46.000Z,14.92591694,339.4935,79.4744,280.6618,5eb0e4ccb6c3bb0006eeb239
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",DSX,Satellite,False,5eb87d35ffd86e000604b37a,['USAF'],[44344],['United States'],['Sierra Nevada Corporation'],600.0,1322.77,MEO,geocentric,medium-earth,,15397.842,0.1976264,5976.687,12062.727,42.2432,316.92,,2022-11-29T16:26:11.000Z,4.54373472,104.7123,178.7552,181.8684,5eb0e4ccb6c3bb0006eeb23a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",COSMIC-2,Satellite,False,5eb87d35ffd86e000604b37a,"['NOAA', 'NASA', 'Taiwan']",[],['United States'],['National Space Organization'],1668.0,3677.3,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4ccb6c3bb0006eeb23b
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",GPIM,Satellite,False,5eb87d35ffd86e000604b37a,['NASA'],[],['United States'],['Ball Aerospace & Technologies Corp'],180.0,396.0,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4ccb6c3bb0006eeb23c
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Oculus-ASR,Satellite,False,5eb87d35ffd86e000604b37a,['Michigan Tech'],[44356],['United States'],['Michigan Tech'],70.0,154.0,LEO,geocentric,low-earth,,6569.509,0.0008789,185.6,197.148,28.4976,88.32,,2021-03-08T16:58:30.000Z,16.30434726,281.2609,191.386,168.6564,5eb0e4ccb6c3bb0006eeb23d
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",OTB 1,Satellite,False,5eb87d35ffd86e000604b37a,['General Atomics'],[44341],['United States'],['Surrey Satellite Technology-US LLC'],138.0,304.0,LEO,geocentric,low-earth,,7093.305,0.0011685,706.882,723.459,23.9971,99.091,,2022-11-30T09:53:30.000Z,14.53214682,234.3467,213.5353,146.4399,5eb0e4ccb6c3bb0006eeb23e
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",NPSAT 1,Satellite,False,5eb87d35ffd86e000604b37a,['Naval Postgrad School'],[44340],['United States'],['Naval Postgrad School'],86.0,189.0,LEO,geocentric,low-earth,,7088.392,0.0010748,702.638,717.876,24.0005,98.988,,2022-11-30T10:14:08.000Z,14.54725913,231.6271,217.0671,142.9079,5eb0e4cdb6c3bb0006eeb23f
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Prox-1,Satellite,False,5eb87d35ffd86e000604b37a,['Georgia Tech'],[44339],['United States'],['Georgia Tech'],71.0,156.0,LEO,geocentric,low-earth,,7083.51,0.0010566,697.89,712.859,23.9997,98.885,,2022-11-30T09:05:20.000Z,14.56230223,225.18,234.7421,125.2082,5eb0e4cdb6c3bb0006eeb240
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",LightSail-B,Satellite,False,5eb87d35ffd86e000604b37a,['Planetary Society'],[44339],['United States'],['Planetary Society'],5.0,11.0,LEO,geocentric,low-earth,,7083.51,0.0010566,697.89,712.859,23.9997,98.885,,2022-11-30T09:05:20.000Z,14.56230223,225.18,234.7421,125.2082,5eb0e4cdb6c3bb0006eeb241
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",ARMADILLO,Satellite,False,5eb87d35ffd86e000604b37a,['University of Texas'],[],['United States'],['University of Texas'],4.0,8.8,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4cdb6c3bb0006eeb242
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",FalconSat 7,Satellite,False,5eb87d35ffd86e000604b37a,['USAF Academy'],[],['United States'],['USAF Academy'],5.0,11.0,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4cdb6c3bb0006eeb243
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",E-TBEx A & B,Satellite,False,5eb87d35ffd86e000604b37a,['SRI International'],[],['United States'],['SRI International'],4.0,8.8,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4cdb6c3bb0006eeb244
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",PSat 2,Satellite,False,5eb87d35ffd86e000604b37a,['US Naval Academy'],[44357],['United States'],['US Naval Academy'],2.0,4.4,LEO,geocentric,low-earth,,6733.357,0.0134398,264.727,445.717,28.5119,91.645,,2022-11-30T13:06:03.000Z,15.71286072,81.0654,86.3337,275.2629,5eb0e4cdb6c3bb0006eeb245
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",BRICSat 2,Satellite,False,5eb87d35ffd86e000604b37a,['US Naval Academy'],[],['United States'],['US Naval Academy'],1.0,2.2,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4ceb6c3bb0006eeb246
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",TEPCE 1 & 2,Satellite,False,5eb87d35ffd86e000604b37a,['Naval Research Lab'],[],['United States'],['Naval Research Lab'],1.5,3.3,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4ceb6c3bb0006eeb247
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",CP9,Satellite,False,5eb87d35ffd86e000604b37a,['Cal Poly'],[],['United States'],['Cal Poly'],1.5,3.3,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4ceb6c3bb0006eeb248
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",StangSat,Satellite,False,5eb87d35ffd86e000604b37a,['Merrit Island HS'],[],['United States'],['Merrit Island HS'],1.0,2.2,LEO,geocentric,low-earth,,,,,,,,,,,,,,5eb0e4ceb6c3bb0006eeb249
"{'capsule': '5e9e2c5cf359188bfb3b266b', 'mass_returned_kg': 1224.7, 'mass_returned_lbs': 2700, 'flight_time_sec': 2665020, 'manifest': 'https://www.nasa.gov/sites/default/files/atoms/files/spacex_crs-18_mision_overview_high_res.pdf', 'water_landing': True, 'land_landing': False}",CRS-18,Dragon 1.1,True,5eb87d36ffd86e000604b37b,['NASA (CRS)'],[44446],['United States'],['SpaceX'],2227.7,4911.2,ISS,geocentric,low-earth,,6783.699,0.0012921,396.799,414.329,51.6451,92.674,,2019-08-27T17:12:55.000Z,15.53827763,6.4496,282.6291,225.0377,5eb0e4ceb6c3bb0006eeb24a
"{'capsule': None, 'mass_returned_kg': None, 'mass_returned_lbs': None, 'flight_time_sec': None, 'manifest': None, 'water_landing': None, 'land_landing': None}",Amos-17,Satellite,False,5eb87d37ffd86e000604b37c,['Spacecom'],[],['Israel'],['Boeing Satellite Systems'],6500.0,14330.05,GTO,geocentric,geostationary,17.0,,,,,,,15.0,,,,,,5eb0e4cfb6c3bb0006eeb24b
